Datum,Vreme,Kanal,Sport,Ekipe,Takmičenje
07.06.,02:00,Arena Premium 1,Fudbal,Argentina - Honduras,PRIJATELJSKE UTAKMICE
07.06.,02:00,Arena Premium 2,Hokej,"Las Vegas Golden Knights - Carolina Hurricanes, Finale G3",NHL
07.06.,07:45,Adrenalin,Moto Sport,Monako: Trka,FORMULA 3
07.06.,09:00,Arena Premium 2,Odbojka,Belgija - Srbija,Liga Nacija (Ž)
07.06.,09:25,Adrenalin,Moto Sport,Monako: Trka,FORMULA 2
07.06.,10:00,Arena Premium 1,Mali fudbal,Arenino Svetsko Prvenstvo,ARENINO SVETSKO PRVENSTVO
07.06.,10:00,Arena Tenis,Tenis,Girls Final,ITF - Kuršumlijska banja
07.06.,11:00,Arena Premium 4,Moto Sport,Mađarska: Trka,MOTO 3
07.06.,11:45,Adrenalin,Moto Sport,Monako: Trka,Porsche Supercup
07.06.,12:00,Arena Tenis,Tenis,Boys Final,ITF - Kuršumlijska banja
07.06.,12:15,Arena Premium 4,Moto Sport,Mađarska: Trka,MOTO 2
07.06.,12:30,Arena Sport 8,Golf,"KLM Open, dan 4",DP WORLD TOUR
07.06.,13:00,Arena Premium 2,Odbojka,Kina - Poljska,Liga Nacija (Ž)
07.06.,14:00,Arena Premium 4,Moto Sport,Mađarska: Trka,MOTO GP
07.06.,14:15,Adrenalin,Moto Sport,Monako: Trka,FORMULA 1
07.06.,15:00,Arena Premium 1,Rukomet,Meč za treće mesto,EHF LIGA ŠAMPIONA (Ž)
07.06.,15:00,Arena Premium 3,Košarka,"Lokomotiv - Zenit, G3",VTB LIGA
07.06.,15:00,Arena Premium 5,Rukomet,Fuchse Berlin - Flensburg,BUNDESLIGA
07.06.,16:00,Arena Premium 2,Odbojka,Dominikanska Republika - Holandija,Liga Nacija (Ž)
07.06.,17:00,Arena Premium 3,Atletika,Stokholm,DIJAMANTSKA LIGA
07.06.,17:00,Arena Premium 4,Basket 3x3,Polufinala Ž,FIBA 3X3 World Cup
07.06.,17:30,Arena Sport 3,Odbojka,Portugal - Severna Makedonija,CEV EUROPEAN LEAGUE Ž
07.06.,18:00,Arena Premium 1,Rukomet,FINALE,EHF LIGA ŠAMPIONA (Ž)
07.06.,18:00,Arena Sport 10,Basket 3x3,Novi Beograd,BG U23 League
07.06.,18:10,Arena Premium 4,Basket 3x3,Polufinala,FIBA 3X3 World Cup
07.06.,18:30,Arena Sport 1,Fudbal,Danska - Ukrajina,PRIJATELJSKE UTAKMICE
07.06.,19:00,Arena Premium 3,Košarka,"Efes - Fenerbahce, polufinale G4",TURSKA LIGA
07.06.,19:00,Arena Premium 5,Košarka,"Baskonia - Joventut, G3",ŠPANSKA LIGA
07.06.,19:00,Arena Sport 2,Košarka,"Cholet - Paris, polufinale, G3",FRANCUSKA LIGA
07.06.,19:00,Arena Sport 4,Odbojka,Severna Makedonija - Luksemburg,CEV EUROPEAN LEAGUE
07.06.,19:30,Arena Premium 2,Odbojka,Brazil - Italija,Liga Nacija (Ž)
07.06.,19:30,Arena Sport 9,Futsal,Utakmica za treće mesto,Trofej Tašmajdana
07.06.,19:35,Arena Premium 4,Basket 3x3,Meč za treće mesto Ž,FIBA 3X3 World Cup
07.06.,20:05,Arena Premium 4,Basket 3x3,Meč za treće mesto,FIBA 3X3 World Cup
07.06.,20:45,Arena Premium 4,Basket 3x3,Finale Ž,FIBA 3X3 World Cup
07.06.,20:45,Arena Sport 3,Fudbal,Hrvatska - Slovenija,PRIJATELJSKE UTAKMICE
07.06.,21:00,Arena Premium 1,Fudbal,Maroko - Norveška,PRIJATELJSKE UTAKMICE
07.06.,21:00,Arena Sport 1,Fudbal,Grčka - Italija,PRIJATELJSKE UTAKMICE
07.06.,21:00,Arena Sport 9,Futsal,Finale,Trofej Tašmajdana
07.06.,21:00,Adrenalin,Moto Sport,Michigan,NASCAR CUP SERIES
07.06.,21:00,Arena 1X2,Fudbal,Las Palmas - Malaga,ŠPANSKA 2. LIGA
07.06.,21:15,Arena Premium 4,Basket 3x3,Finale,FIBA 3X3 World Cup
07.06.,23:00,Arena Premium 2,Odbojka,Bugarska - Turska,Liga Nacija (Ž)
08.06.,10:00,Arena Premium 1,Mali fudbal,Stari Grad - finale,ARENINA LIGA ŠAMPIONA
08.06.,11:00,Arena Tenis,Tenis,"Centralni teren, dan 1",ATP 250 - Stuttgart
08.06.,18:30,Arena Premium 2,Košarka,"UNICS - CSKA, finale G3",VTB LIGA
08.06.,19:00,Arena Premium 3,Košarka,"Bahcesehir - Besiktas, polufinale G4",TURSKA LIGA
08.06.,20:00,Arena Premium 1,Košarka,"Finale: Olympiacos - Panathinaikos, G3",GRČKA LIGA
08.06.,20:00,Arena Premium 4,Košarka,"Virtus Bologna - Venezia, polufinale, G5*",ITALIJANSKA LIGA
08.06.,20:45,Arena Premium 2,Fudbal,Holandija - Uzbekistan,PRIJATELJSKE UTAKMICE
08.06.,21:00,Arena Premium 3,Fudbal,Francuska - Sev. Irska,PRIJATELJSKE UTAKMICE
08.06.,21:00,Arena Premium 5,Košarka,"Nanterre - Monaco, polufinale, G4",FRANCUSKA LIGA
09.06.,04:00,Arena Premium 1,Fudbal,Španija - Peru,PRIJATELJSKE UTAKMICE
09.06.,10:00,Arena Premium 1,Mali fudbal,Novi Beograd - Finale,ARENINA LIGA ŠAMPIONA
09.06.,11:00,Arena Tenis,Tenis,"Centralni teren, dan 2",ATP 250 - Stuttgart
09.06.,18:30,Arena Premium 2,Košarka,"Alba - Bamberg, polufinale G5*",NEMAČKA LIGA
09.06.,19:00,Arena Premium 1,Fudbal,Srbija - Danska,KVALIFIKACIJE ZA SVETSKO PRVENSTVO Ž
09.06.,19:00,Arena Premium 3,Košarka,"Polufinale, G4",FRANCUSKA LIGA
09.06.,19:00,Arena Premium 5,Košarka,"Lokomotiv - Zenit, G4",VTB LIGA
09.06.,20:30,Arena Premium 2,Košarka,Polufinale 1 G1,ŠPANSKA LIGA
09.06.,21:00,Arena Premium 3,Fudbal,Almeria - Castellon,ŠPANSKA 2. LIGA
10.06.,00:30,Arena Premium 3,Bejzbol,Pittsburgh Pirates - Los Angeles Dodgers,Major League Baseball
10.06.,02:00,Arena Premium 2,Hokej,"Las Vegas Golden Knights - Carolina Hurricanes, Finale G4",NHL
10.06.,02:30,Arena Premium 1,Fudbal,Argentina - Island,PRIJATELJSKE UTAKMICE
10.06.,10:30,Arena Premium 2,Odbojka,Kina - Slovenija,Liga Nacija
10.06.,11:00,Arena Tenis,Tenis,"Centralni teren, dan 3",ATP 250 - Stuttgart
10.06.,12:30,Arena Premium 5,Tenis,"Centralni teren, dan 3",WTA 500 - London
10.06.,17:00,Arena Premium 2,Odbojka,Turska - SAD,Liga Nacija
10.06.,18:30,Arena Premium 3,Košarka,"UNICS - CSKA, finale G4",VTB LIGA
10.06.,19:00,Arena Premium 1,Košarka,"Partizan - Dubai, finale G3",ABA LIGA
10.06.,19:10,Arena Sport 3,Bejzbol,Cleveland Guardians - New York Yankees,Major League Baseball
10.06.,20:00,Arena Premium 2,Košarka,"Finale: Panathinaikos - Olympiacos, G4*",GRČKA LIGA
10.06.,20:00,Arena Sport 1,Atletika,Oslo,DIJAMANTSKA LIGA
10.06.,20:30,Arena Premium 4,Košarka,Polufinale 2 G1,ŠPANSKA LIGA
10.06.,21:00,Arena Premium 3,Fudbal,Engleska - Kostarika,PRIJATELJSKE UTAKMICE
10.06.,21:00,Arena Sport 2,Fudbal,Malaga - Las Palmas,ŠPANSKA 2. LIGA
10.06.,21:30,Arena Premium 1,Odbojka,Srbija - Argentina,Liga Nacija
10.06.,21:45,Arena Premium 5,Fudbal,Portugal - Nigerija,PRIJATELJSKE UTAKMICE
10.06.,22:00,Arena Premium 2,Odbojka,Francuska - Italija,Liga Nacija
11.06.,01:00,Arena Premium 1,Odbojka,Brazil - Iran,Liga Nacija
11.06.,06:00,Arena Premium 1,Fudbal,Austrija - Gvatemala,PRIJATELJSKE UTAKMICE
11.06.,11:00,Arena Tenis,Tenis,"Centralni teren, dan 4",ATP 250 - Stuttgart
11.06.,12:30,Arena Sport 1,Tenis,"Centralni teren, dan 4",WTA 500 - London
11.06.,14:00,Arena Premium 2,Odbojka,Slovenija - Poljska,Liga Nacija
11.06.,19:00,Arena Premium 4,Vaterpolo,"Barceloneta - Ferencvaros, polufinale 1",Liga šampiona
11.06.,19:00,Arena Premium 5,Košarka,"Polufinale, G5",FRANCUSKA LIGA
11.06.,19:00,Arena Sport 5,Pikado,Grupna faza,SVETSKI KUP
11.06.,20:00,Arena Premium 3,Košarka,FINALE G1,ITALIJANSKA LIGA
11.06.,20:30,Arena Premium 2,Košarka,Polufinale 1 G2,ŠPANSKA LIGA
11.06.,21:00,Arena Premium 1,Fudbal,Meksiko - Južna Afrika,FIFA SVETSKO PRVENSTVO
11.06.,21:00,Arena Premium 4,Vaterpolo,"Pro Recco - Olympiacos, polufinale 2",Liga šampiona
11.06.,22:00,Arena Premium 3,Odbojka,Nemačka - Italija,Liga Nacija
